frame,timestamp,angle_z_deg,detected_angles,avg_angle
1,1762400086.046,-3.74,[48.999996, 48.999996, 48.999996, 48.999996, 49.999996, 49.999996, 48.999996, 48.999996, 48.0, 48.999996, 48.0, 46.999996, 50.999996, 48.0, 45.0, 45.0, 49.999996, 45.0, 48.0, 45.0, 45.0, 50.999996, 45.0, 45.999996, 45.999996, 49.999996, 45.0, 48.0, 50.999996, 52.999996, 45.0, 42.999996, 43.999996, 51.999996, 43.999996, 49.999996, 49.999996, 53.999996],48.03
