0.762088,-0.646901,0.027204,-0.084556
0.644366,0.761873,0.065893,-0.083329
-0.063352,-0.032686,0.997456,0.576138
0.000000,0.000000,0.000000,1.000000

0.703315,0.710199,-0.031081,-0.085342
0.706589,-0.703199,-0.079014,-0.084320
-0.077972,0.033610,-0.996389,0.573224
0.000000,0.000000,0.000000,1.000000

0.440375,0.896426,-0.049906,-0.087101
0.890556,-0.443194,-0.102420,-0.085395
-0.113930,0.000659,-0.993488,0.579450
0.000000,0.000000,0.000000,1.000000

-0.695627,0.465547,-0.547146,-0.107323
0.172433,-0.631151,-0.756251,-0.113484
-0.697402,-0.620414,0.358771,0.632853
0.000000,0.000000,0.000000,1.000000

0.628699,-0.772630,-0.088213,-0.087467
-0.776861,-0.618902,-0.115965,-0.085356
0.035003,0.141436,-0.989328,0.572588
0.000000,0.000000,0.000000,1.000000

-0.436343,-0.896913,-0.071775,-0.087758
-0.891232,0.441789,-0.102604,-0.084629
0.123737,0.019197,-0.992129,0.573293
0.000000,0.000000,0.000000,1.000000

0.582651,0.812482,0.019764,-0.088070
-0.811030,0.579697,0.078622,-0.084712
0.052422,-0.061838,0.996709,0.582218
0.000000,0.000000,0.000000,1.000000

-0.945456,-0.323857,-0.035065,-0.086461
-0.320731,0.944304,-0.073631,-0.084364
0.056958,-0.058369,-0.996669,0.578820
0.000000,0.000000,0.000000,1.000000

-0.976458,-0.206064,-0.063782,-0.087753
-0.199121,0.974772,-0.100848,-0.084847
0.082954,-0.085773,-0.992855,0.573450
0.000000,0.000000,0.000000,1.000000

-0.556308,-0.826799,-0.083209,-0.088914
-0.820144,0.562413,-0.105146,-0.083756
0.133732,0.009750,-0.990970,0.571433
0.000000,0.000000,0.000000,1.000000

0.763582,-0.446675,-0.466288,-0.103823
0.185349,0.843362,-0.504367,-0.102363
0.618538,0.298699,0.726767,0.640394
0.000000,0.000000,0.000000,1.000000

-0.671970,-0.720853,-0.169785,-0.089901
-0.695479,0.693023,-0.189809,-0.086739
0.254489,-0.009464,-0.967029,0.564321
0.000000,0.000000,0.000000,1.000000

-0.813472,-0.562668,-0.147202,-0.089259
-0.539864,0.824658,-0.168778,-0.086176
0.216357,-0.057828,-0.974600,0.563623
0.000000,0.000000,0.000000,1.000000

0.808965,0.574147,-0.126214,-0.089166
0.560708,-0.818105,-0.127714,-0.086020
-0.176583,0.032547,-0.983747,0.565108
0.000000,0.000000,0.000000,1.000000

-0.424101,0.903271,-0.065119,-0.088078
0.903549,0.417184,-0.097758,-0.084865
-0.061135,-0.100298,-0.993077,0.566236
0.000000,0.000000,0.000000,1.000000

0.059980,-0.994976,-0.080157,-0.088677
-0.996668,-0.055248,-0.060011,-0.084081
0.055281,0.083489,-0.994974,0.564070
0.000000,0.000000,0.000000,1.000000

-0.941091,-0.207109,-0.267310,-0.095798
-0.195762,0.978240,-0.068729,-0.083828
0.275727,-0.012351,-0.961156,0.559083
0.000000,0.000000,0.000000,1.000000

0.021281,-0.993620,-0.110754,-0.086638
-0.996658,-0.012345,-0.080753,-0.085463
0.078870,0.112103,-0.990562,0.549741
0.000000,0.000000,0.000000,1.000000

-0.839863,-0.529839,-0.117906,-0.085562
-0.523334,0.848059,-0.083167,-0.083654
0.144057,-0.008145,-0.989536,0.539898
0.000000,0.000000,0.000000,1.000000

-0.001226,-0.988981,-0.148033,-0.085666
-0.997753,0.011127,-0.066074,-0.081265
0.066993,0.147620,-0.986773,0.535192
0.000000,0.000000,0.000000,1.000000

-0.788516,-0.597366,-0.146275,-0.083265
-0.593548,0.801446,-0.073390,-0.080764
0.161072,0.028951,-0.986518,0.524673
0.000000,0.000000,0.000000,1.000000

-0.307238,-0.936960,0.166465,-0.080105
0.950788,-0.294867,0.095157,-0.081087
-0.040073,0.187509,0.981445,0.520407
0.000000,0.000000,0.000000,1.000000

0.909076,0.383241,0.163427,-0.078073
-0.402040,0.909834,0.102791,-0.080907
-0.109298,-0.159149,0.981186,0.507828
0.000000,0.000000,0.000000,1.000000

0.961977,0.207032,-0.178155,-0.075098
