frame,timestamp,angle_z_deg,detected_angles,avg_angle
1,1762406857.646,-45.00,[49.999996, 49.999996, 49.999996, 49.999996, 49.999996, 49.999996, 50.999996, 49.999996, 50.999996, 48.999996, 48.999996, 48.0, 49.999996, 51.999996, 48.999996, 45.0, 45.0, 45.0, 48.0, 46.999996, 50.999996, 45.0, 45.0, 46.999996, 45.999996, 45.0, 45.999996, 50.999996, 45.0, 51.999996, 50.999996, 52.999996, 53.999996, 45.0, 46.999996, 51.999996, 43.999996, 45.999996, 45.0, 50.999996, 43.999996, 50.999996, 45.999996, 54.999996, 54.999996],48.69
